Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
160,Curtis Rowe,PF,23,DET,81,,3009,547,1053,.519,,,,547,1053,.519,.519,210,327,.642,,,760,172,,,,191,1304,rowecu01
161,Bob Rule,C,28,TOT,52,,452,60,158,.380,,,,60,158,.380,.380,20,31,.645,,,108,38,,,,68,140,rulebo01
161,Bob Rule,C,28,PHI,3,,12,0,1,.000,,,,0,1,.000,.000,0,0,,,,2,1,,,,2,0,rulebo01
161,Bob Rule,C,28,CLE,49,,440,60,157,.382,,,,60,157,.382,.382,20,31,.645,,,106,37,,,,66,140,rulebo01
162,Cazzie Russell,SF,28,GSW,80,,2429,541,1182,.458,,,,541,1182,.458,.458,172,199,.864,,,350,187,,,,171,1254,russeca01
163,Frank Russell,SG,23,CHI,23,,131,29,77,.377,,,,29,77,.377,.377,16,18,.889,,,17,15,,,,12,74,russefr01
164,Tom Sanders*,SF,34,BOS,59,,423,47,149,.315,,,,47,149,.315,.315,23,35,.657,,,88,27,,,,82,117,sandeto01
165,Frank Schade,PG,23,KCO,9,,76,2,7,.286,,,,2,7,.286,.286,6,6,1.000,,,6,10,,,,12,10,schadfr01
166,Dale Schlueter,C,27,PHI,78,,1136,166,317,.524,,,,166,317,.524,.524,86,123,.699,,,354,103,,,,166,418,schluda01
167,Charlie Scott*,PG,24,PHO,81,,3062,806,1809,.446,,,,806,1809,.446,.446,436,556,.784,,,342,495,,,,306,2048,scottch01
168,Sam Sibert,PF,23,KCO,5,,26,4,13,.308,,,,4,13,.308,.308,4,5,.800,,,4,0,,,,4,12,sibersa01
169,Paul Silas,PF,29,BOS,80,,2618,400,851,.470,,,,400,851,.470,.470,266,380,.700,,,1039,251,,,,197,1066,silaspa01
170,Jerry Sloan*,SG,30,CHI,69,,2412,301,733,.411,,,,301,733,.411,.411,94,133,.707,,,475,151,,,,235,696,sloanje01
171,Bingo Smith,SG,26,CLE,73,,1068,268,603,.444,,,,268,603,.444,.444,64,81,.790,,,199,108,,,,80,600,smithbi02
172,Elmore Smith,C,23,BUF,76,,2829,600,1244,.482,,,,600,1244,.482,.482,188,337,.558,,,946,192,,,,295,1388,smithel01
173,Greg Smith,SF-PG,26,TOT,76,,1610,234,485,.482,,,,234,485,.482,.482,75,128,.586,,,383,122,,,,218,543,smithgr01
173,Greg Smith,PG,26,HOU,4,,41,5,16,.313,,,,5,16,.313,.313,0,0,,,,8,5,,,,8,10,smithgr01
173,Greg Smith,SF,26,POR,72,,1569,229,469,.488,,,,229,469,.488,.488,75,128,.586,,,375,117,,,,210,533,smithgr01
174,Randy Smith,SG,24,BUF,82,,2603,511,1154,.443,,,,511,1154,.443,.443,192,264,.727,,,391,422,,,,247,1214,smithra01
175,William Smith,C,23,POR,8,,43,9,15,.600,,,,9,15,.600,.600,5,8,.625,,,8,1,,,,8,23,smithwi01
176,Dick Snyder,SG,28,SEA,82,,3060,473,1022,.463,,,,473,1022,.463,.463,186,216,.861,,,323,311,,,,216,1132,snydedi01
177,Dave Sorenson,PF,24,TOT,58,,755,124,293,.423,,,,124,293,.423,.423,64,90,.711,,,210,36,,,,107,312,sorenda01
177,Dave Sorenson,PF,24,CLE,10,,129,11,45,.244,,,,11,45,.244,.244,5,11,.455,,,37,5,,,,16,27,sorenda01
177,Dave Sorenson,PF,24,PHI,48,,626,113,248,.456,,,,113,248,.456,.456,59,79,.747,,,173,31,,,,91,285,sorenda01
178,Bud Stallworth,SF,23,SEA,77,,1225,198,522,.379,,,,198,522,.379,.379,86,114,.754,,,225,58,,,,138,482,stallbu01
179,Dave Stallworth,SF,31,BAL,73,,1217,180,435,.414,,,,180,435,.414,.414,78,101,.772,,,236,112,,,,139,438,stallda01
180,Larry Steele,SG,23,POR,66,,1301,159,329,.483,,,,159,329,.483,.483,71,89,.798,,,154,156,,,,181,389,steella01
181,Paul Stovall,SF,24,PHO,25,,211,26,76,.342,,,,26,76,.342,.342,24,38,.632,,,61,13,,,,37,76,stovapa01
182,Chuck Terry,SF,22,MIL,67,,693,55,162,.340,,,,55,162,.340,.340,17,24,.708,,,145,40,,,,116,127,terrych01
183,Justus Thigpen,SG,25,DET,18,,99,23,57,.404,,,,23,57,.404,.404,0,0,,,,9,8,,,,18,46,thigpju01
184,Nate Thurmond*,C,31,GSW,79,,3419,517,1159,.446,,,,517,1159,.446,.446,315,439,.718,,,1349,280,,,,240,1349,thurmna01
185,Rudy Tomjanovich*,PF,24,HOU,81,,2972,655,1371,.478,,,,655,1371,.478,.478,250,335,.746,,,938,178,,,,225,1560,tomjaru01
186,George Trapp,PF,24,ATL,77,,1853,359,824,.436,,,,359,824,.436,.436,150,194,.773,,,455,127,,,,274,868,trappge01
187,John Trapp,SF,27,TOT,44,,889,171,420,.407,,,,171,420,.407,.407,90,122,.738,,,200,49,,,,150,432,trappjo01
187,John Trapp,SF,27,LAL,5,,35,3,12,.250,,,,3,12,.250,.250,7,10,.700,,,14,2,,,,10,13,trappjo01
187,John Trapp,SF,27,PHI,39,,854,168,408,.412,,,,168,408,.412,.412,83,112,.741,,,186,47,,,,140,419,trappjo01
188,John Tresvant,PF,33,BAL,55,,541,85,182,.467,,,,85,182,.467,.467,41,59,.695,,,156,33,,,,101,211,tresvjo01
189,John Tschogl,SF,22,ATL,10,,94,14,40,.350,,,,14,40,.350,.350,2,4,.500,,,21,6,,,,25,30,tschojo01
190,Bill Turner,PF,28,TOT,21,,125,19,58,.328,,,,19,58,.328,.328,4,7,.571,,,27,11,,,,16,42,turnebi01
190,Bill Turner,PF,28,POR,2,,8,2,6,.333,,,,2,6,.333,.333,0,0,,,,2,0,,,,3,4,turnebi01
190,Bill Turner,PF,28,LAL,19,,117,17,52,.327,,,,17,52,.327,.327,4,7,.571,,,25,11,,,,13,38,turnebi01
191,Wes Unseld*,C,26,BAL,79,,3085,421,854,.493,,,,421,854,.493,.493,149,212,.703,,,1260,347,,,,168,991,unselwe01
192,Dick Van Arsdale,SG,29,PHO,81,,2979,532,1118,.476,,,,532,1118,.476,.476,426,496,.859,,,326,268,,,,221,1490,vanardi01
193,Tom Van Arsdale,SF,29,TOT,79,,2311,445,1043,.427,,,,445,1043,.427,.427,250,308,.812,,,358,152,,,,224,1140,vanarto01
193,Tom Van Arsdale,SF,29,KCO,49,,1282,250,547,.457,,,,250,547,.457,.457,110,140,.786,,,173,90,,,,123,610,vanarto01
193,Tom Van Arsdale,SF,29,PHI,30,,1029,195,496,.393,,,,195,496,.393,.393,140,168,.833,,,185,62,,,,101,530,vanarto01
194,Norm Van Lier,PG,25,CHI,80,,2882,474,1064,.445,,,,474,1064,.445,.445,166,211,.787,,,438,567,,,,269,1114,vanlino01
195,Neal Walk,C,24,PHO,81,,3114,678,1455,.466,,,,678,1455,.466,.466,279,355,.786,,,1006,287,,,,323,1635,walkne01
196,Chet Walker*,SF,32,CHI,79,,2455,597,1248,.478,,,,597,1248,.478,.478,376,452,.832,,,395,179,,,,166,1570,walkech01
197,Jimmy Walker,PG,28,HOU,81,,3079,605,1301,.465,,,,605,1301,.465,.465,244,276,.884,,,268,442,,,,207,1454,walkeji01
198,Cornell Warner,C,24,TOT,72,,1370,174,421,.413,,,,174,421,.413,.413,59,90,.656,,,522,72,,,,178,407,warneco01
198,Cornell Warner,C,24,BUF,4,,47,8,17,.471,,,,8,17,.471,.471,1,2,.500,,,15,6,,,,6,17,warneco01
198,Cornell Warner,C,24,CLE,68,,1323,166,404,.411,,,,166,404,.411,.411,58,88,.659,,,507,66,,,,172,390,warneco01
199,John Warren,SG,25,CLE,40,,290,54,111,.486,,,,54,111,.486,.486,18,19,.947,,,42,34,,,,45,126,warrejo01
200,Jim Washington,PF,29,ATL,75,,2833,308,713,.432,,,,308,713,.432,.432,163,224,.728,,,801,174,,,,252,779,washiji01
201,Bob Weiss,PG,30,CHI,82,,2086,279,655,.426,,,,279,655,.426,.426,159,189,.841,,,148,295,,,,151,717,weissbo01
202,Walt Wesley,C,28,TOT,57,,474,77,202,.381,,,,77,202,.381,.381,26,46,.565,,,151,31,,,,77,180,weslewa01
202,Walt Wesley,C,28,CLE,12,,110,14,47,.298,,,,14,47,.298,.298,8,12,.667,,,38,7,,,,21,36,weslewa01
202,Walt Wesley,C,28,PHO,45,,364,63,155,.406,,,,63,155,.406,.406,18,34,.529,,,113,24,,,,56,144,weslewa01
203,Jerry West*,PG,34,LAL,69,,2460,618,1291,.479,,,,618,1291,.479,.479,339,421,.805,,,289,607,,,,138,1575,westje01
204,Paul Westphal*,SG,22,BOS,60,,482,89,212,.420,,,,89,212,.420,.420,67,86,.779,,,67,69,,,,88,245,westppa01
205,John Wetzel,SG,28,ATL,28,,504,42,94,.447,,,,42,94,.447,.447,14,17,.824,,,58,39,,,,41,98,wetzejo01
206,Jo Jo White*,PG,26,BOS,82,,3250,717,1665,.431,,,,717,1665,.431,.431,178,228,.781,,,414,498,,,,185,1612,whitejo01
207,Sidney Wicks,PF,23,POR,80,,3152,761,1684,.452,,,,761,1684,.452,.452,384,531,.723,,,870,440,,,,253,1906,wickssi01
208,Lenny Wilkens*,PG,35,CLE,75,,2973,572,1275,.449,,,,572,1275,.449,.449,394,476,.828,,,346,628,,,,221,1538,wilkele01
209,Art Williams,PG,33,BOS,81,,974,110,261,.421,,,,110,261,.421,.421,43,56,.768,,,182,236,,,,136,263,williar01
210,Nate Williams,SG,22,KCO,80,,1979,417,874,.477,,,,417,874,.477,.477,106,133,.797,,,339,128,,,,272,940,willina01
211,Ron Williams,PG,28,GSW,73,,1016,180,409,.440,,,,180,409,.440,.440,75,83,.904,,,81,114,,,,108,435,williro01
212,Lee Winfield,PG,25,SEA,53,,1061,143,332,.431,,,,143,332,.431,.431,62,108,.574,,,126,186,,,,92,348,winfile01
213,Harthorne Wingo,PF,25,NYK,13,,59,9,22,.409,,,,9,22,.409,.409,2,6,.333,,,16,1,,,,9,20,wingoha01
214,Dave Wohl,PG,23,TOT,78,,1933,254,568,.447,,,,254,568,.447,.447,103,133,.774,,,109,326,,,,227,611,wohlda01
214,Dave Wohl,PG,23,POR,22,,393,47,114,.412,,,,47,114,.412,.412,24,33,.727,,,20,68,,,,45,118,wohlda01
214,Dave Wohl,PG,23,BUF,56,,1540,207,454,.456,,,,207,454,.456,.456,79,100,.790,,,89,258,,,,182,493,wohlda01
215,Joby Wright,PF,22,SEA,77,,931,133,278,.478,,,,133,278,.478,.478,37,89,.416,,,218,36,,,,164,303,wrighjo01
