Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
171,Garfield Smith,C,25,BOS,37,,281,42,116,.362,,,,42,116,.362,.362,22,56,.393,,,95,9,,,,53,106,smithga01
172,Greg Smith,PF,24,MIL,82,,2428,409,799,.512,,,,409,799,.512,.512,141,213,.662,,,589,227,,,,284,959,smithgr01
173,Dick Snyder,SG,26,SEA,82,,2824,645,1215,.531,,,,645,1215,.531,.531,302,361,.837,,,257,352,,,,249,1592,snydedi01
174,Dave Sorenson,PF,22,CLE,79,,1940,353,794,.445,,,,353,794,.445,.445,184,229,.803,,,486,163,,,,181,890,sorenda01
175,Dave Stallworth,SF,29,NYK,81,,1565,295,685,.431,,,,295,685,.431,.431,169,230,.735,,,352,106,,,,175,759,stallda01
176,Dennis Stewart,F,23,BAL,2,,6,1,4,.250,,,,1,4,.250,.250,2,2,1.000,,,3,1,,,,0,4,stewade01
177,Bill Stricker,F,23,POR,1,,2,2,3,.667,,,,2,3,.667,.667,0,0,,,,0,0,,,,1,4,stricbi01
178,Gary Suiter,C-F,26,CLE,30,,140,19,54,.352,,,,19,54,.352,.352,4,9,.444,,,41,2,,,,20,42,suitega01
179,Fred Taylor,SG,22,PHO,54,,552,110,284,.387,,,,110,284,.387,.387,78,125,.624,,,86,51,,,,113,298,taylofr01
180,Joe Thomas,SF,22,PHO,39,,204,23,86,.267,,,,23,86,.267,.267,9,20,.450,,,43,17,,,,19,55,thomajo01
181,Rod Thorn*,SG,29,SEA,63,,767,141,299,.472,,,,141,299,.472,.472,69,102,.676,,,103,182,,,,60,351,thornro01
182,Nate Thurmond*,C,29,SFW,82,,3351,623,1401,.445,,,,623,1401,.445,.445,395,541,.730,,,1128,257,,,,192,1641,thurmna01
183,Rudy Tomjanovich*,PF,22,SDR,77,,1062,168,439,.383,,,,168,439,.383,.383,73,112,.652,,,381,73,,,,124,409,tomjaru01
184,John Trapp,SF,25,SDR,82,,2080,322,766,.420,,,,322,766,.420,.420,142,188,.755,,,510,138,,,,337,786,trappjo01
185,John Tresvant,PF,31,TOT,75,,1517,202,436,.463,,,,202,436,.463,.463,146,205,.712,,,382,86,,,,196,550,tresvjo01
185,John Tresvant,PF,31,LAL,8,,66,18,35,.514,,,,18,35,.514,.514,7,10,.700,,,23,10,,,,11,43,tresvjo01
185,John Tresvant,PF,31,BAL,67,,1451,184,401,.459,,,,184,401,.459,.459,139,195,.713,,,359,76,,,,185,507,tresvjo01
186,Al Tucker,PF,27,BAL,31,,276,52,115,.452,,,,52,115,.452,.452,25,31,.806,,,73,7,,,,33,129,tuckeal01
187,Bill Turner,SF,26,SFW,18,,200,26,82,.317,,,,26,82,.317,.317,13,20,.650,,,42,8,,,,24,65,turnebi01
188,Wes Unseld*,C,24,BAL,74,,2904,424,846,.501,,,,424,846,.501,.501,199,303,.657,,,1253,293,,,,235,1047,unselwe01
189,John Vallely,SG,22,ATL,51,,430,73,204,.358,,,,73,204,.358,.358,45,59,.763,,,34,47,,,,50,191,vallejo01
190,Dick Van Arsdale,SG,27,PHO,81,,3157,609,1346,.452,,,,609,1346,.452,.452,553,682,.811,,,316,329,,,,246,1771,vanardi01
191,Tom Van Arsdale,SF,27,CIN,82,,3146,749,1642,.456,,,,749,1642,.456,.456,377,523,.721,,,499,181,,,,294,1875,vanarto01
192,Norm Van Lier,SG,23,CIN,82,,3324,478,1138,.420,,,,478,1138,.420,.420,359,440,.816,,,583,832,,,,343,1315,vanlino01
193,Neal Walk,C,22,PHO,82,,2033,426,945,.451,,,,426,945,.451,.451,205,268,.765,,,674,117,,,,282,1057,walkne01
194,Chet Walker*,SF,30,CHI,81,,2927,650,1398,.465,,,,650,1398,.465,.465,480,559,.859,,,588,179,,,,187,1780,walkech01
195,Jimmy Walker,SG,26,DET,79,,2765,524,1201,.436,,,,524,1201,.436,.436,344,414,.831,,,207,268,,,,173,1392,walkeji01
196,Cornell Warner,C,22,BUF,65,,1293,156,376,.415,,,,156,376,.415,.415,79,143,.552,,,452,53,,,,140,391,warneco01
197,John Warren,PG,23,CLE,82,,2610,380,899,.423,,,,380,899,.423,.423,180,217,.829,,,344,347,,,,299,940,warrejo01
198,Bobby Washington,PG,23,CLE,47,,823,123,310,.397,,,,123,310,.397,.397,104,140,.743,,,105,190,,,,105,350,washibo01
199,Jim Washington,PF,27,PHI,78,,2501,395,829,.476,,,,395,829,.476,.476,259,340,.762,,,747,97,,,,258,1049,washiji01
200,Jeff Webb,SG,22,MIL,29,,300,27,78,.346,,,,27,78,.346,.346,11,15,.733,,,24,19,,,,33,65,webbje01
201,Bob Weiss,PG,28,CHI,82,,2237,278,659,.422,,,,278,659,.422,.422,226,269,.840,,,189,387,,,,216,782,weissbo01
202,Walt Wesley,C,26,CLE,82,,2425,565,1241,.455,,,,565,1241,.455,.455,325,473,.687,,,713,83,,,,295,1455,weslewa01
203,Jerry West*,PG,32,LAL,69,,2845,667,1351,.494,,,,667,1351,.494,.494,525,631,.832,,,320,655,,,,180,1859,westje01
204,John Wetzel,SG,26,PHO,70,,1091,124,288,.431,,,,124,288,.431,.431,83,101,.822,,,153,114,,,,156,331,wetzejo01
205,Herb White,PG,22,ATL,38,,315,34,84,.405,,,,34,84,.405,.405,22,39,.564,,,48,47,,,,62,90,whitehe01
206,Jo Jo White*,PG,24,BOS,75,,2787,693,1494,.464,,,,693,1494,.464,.464,215,269,.799,,,376,361,,,,255,1601,whitejo01
207,Lenny Wilkens*,PG,33,SEA,71,,2641,471,1125,.419,,,,471,1125,.419,.419,461,574,.803,,,319,654,,,,201,1403,wilkele01
208,Art Williams,PG,31,BOS,74,,1141,150,330,.455,,,,150,330,.455,.455,60,83,.723,,,205,233,,,,182,360,williar01
209,Bernie Williams,SG,25,SDR,56,,708,112,338,.331,,,,112,338,.331,.331,68,81,.840,,,85,113,,,,76,292,willibe01
210,Milt Williams,PG,25,NYK,5,,13,1,1,1.000,,,,1,1,1.000,1.000,2,3,.667,,,0,2,,,,3,4,willimi01
211,Ron Williams,PG,26,SFW,82,,2809,426,977,.436,,,,426,977,.436,.436,331,392,.844,,,244,480,,,,301,1183,williro01
212,Willie Williams,F,24,TOT,25,,105,10,42,.238,,,,10,42,.238,.238,3,5,.600,,,23,8,,,,14,23,williwi01
212,Willie Williams,F,24,BOS,16,,56,6,32,.188,,,,6,32,.188,.188,3,5,.600,,,10,2,,,,8,15,williwi01
212,Willie Williams,F,24,CIN,9,,49,4,10,.400,,,,4,10,.400,.400,0,0,,,,13,6,,,,6,8,williwi01
213,George Wilson,PF,28,BUF,46,,713,92,269,.342,,,,92,269,.342,.342,56,69,.812,,,230,48,,,,99,240,wilsoge01
214,Lee Winfield,PG,23,SEA,79,,1605,334,716,.466,,,,334,716,.466,.466,162,244,.664,,,193,225,,,,135,830,winfile01
215,Marv Winkler,G,22,MIL,3,,14,3,10,.300,,,,3,10,.300,.300,2,2,1.000,,,4,2,,,,3,8,winklma01
216,Gary Zeller,SG,23,BAL,50,,226,34,115,.296,,,,34,115,.296,.296,15,28,.536,,,27,7,,,,43,83,zellega01
217,Bill Zopf,PG,22,MIL,53,,398,49,135,.363,,,,49,135,.363,.363,20,36,.556,,,46,73,,,,34,118,zopfbi01
